planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo,
349540-recuperacion-cauces-hidricos-limpieza-disposicion-final-residuos-solidos-arroyos-cau-1,349540-limpieza-mantenimiento-desagues-pluviales-cauces-hidricos-prevencion-colmatacion-cau-1,,,,349540,"LIMPIEZA Y MANTENIMIENTO DE LOS DESAGUES PLUVIALES, CAUCES HÍDRICOS Y PREVENCIÓN DE LA COLMATACIÓN DE LOS CAUCES POR BASURAS EN LA CIUDAD DE ASUNCIÓN.",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Asunción / Municipalidades,CAN,Anulada o Cancelada,2019-08-12 09:00:00,tradicional,2019-02-28 00:00:00,2019-01-28 14:08:49,,
349548-adquisicion-antivirus-corporativo-equipos-dgtic-nivel-central-1,349548-adquisicion-antivirus-corporativo-equipos-dgtic-nivel-central-1,349548-adquisicion-antivirus-corporativo-equipos-dgtic-nivel-central-1,,,349548,ADQUISICION DE ANTIVIRUS CORPORATIVO PARA EQUIPOS DE LA DGTIC Y NIVEL CENTRAL,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,ADJ,Adjudicada,2019-04-25 09:20:00,tradicional,2019-03-31 00:00:00,2019-04-10 16:09:03,,
349742-reparacion-mantenimiento-edificio-cedess-i-p-s-1,,,,,349742,REPARACIÓN Y MANTENIMIENTO DEL EDIFICIO CEDESS DEL IPS,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
350029-servicio-mantenimiento-reparacion-diferentes-servicios-salud-mspybs-1,350029-servicio-mantenimiento-reparacion-diferentes-servicios-salud-mspybs-1,,,,350029,SERVICIO DE MANTENIMIENTO Y REPARACION DE DIFERENTES SERVICIOS DE SALUD DEL MSPYBS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-07-09 08:50:00,tradicional,2019-05-31 00:00:00,2019-06-07 17:25:25,,
350240-mantenimiento-reparacion-ascensor-edificio-direccion-nacional-vigilancia-salud-mspyb-1,350240-mantenimiento-reparacion-ascensor-edificio-direccion-nacional-vigilancia-sanitaria-1,350240-mantenimiento-reparacion-ascensor-edificio-direccion-nacional-vigilancia-sanitaria-1,,,350240,MANTENIMIENTO Y REPARACION DEL ASCENSOR DEL EDIFICIO DE LA DIRECCION NACIONAL DE VIGILANCIA SANITARIA DEL MSPYBS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,ADJ,Adjudicada,2019-01-10 09:50:00,tradicional,2019-01-31 00:00:00,2018-12-19 11:47:44,,
350340-mantenimiento-reparacion-provision-repuestos-demanda-equipo-tratamiento-residuos-sol-1,350340-mantenimiento-reparacion-provision-repuestos-demanda-equipo-tratamiento-residuos-sol-3,350340-mantenimiento-reparacion-provision-repuestos-demanda-equipo-tratamiento-residuos-sol-1,,,,350340,MANTENIMIENTO Y REPARACION CON PROVISION DE REPUESTOS A DEMANDA PARA EQUIPO DE TRATAMIENTO DE RESIDUOS SÓLIDOS HOSPITALARIOS DE LA MARCA NEWSTER - MSP Y BS. 2° LLAMADO. PLURIANUAL,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-13 08:50:00,tradicional,2019-05-31 00:00:00,2019-09-02 16:22:00,
350366-servicio-mantenimiento-reparacion-vehiculos-1,350366-servicio-mantenimiento-reparacion-vehiculos-1,350366-servicio-mantenimiento-reparacion-vehiculos-1,,,350366,Servicio de mantenimiento y reparación de vehículos,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gabinete Civil / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-09 10:00:00,tradicional,2019-03-31 00:00:00,2019-03-26 13:37:20,,
350480-servicio-mantenimiento-reparacion-vehiculos-direccion-policia-municipal-transito-1,350480-servicio-mantenimiento-reparacion-vehiculos-direccion-policia-municipal-transito-1,,,,350480,SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS DE LA DIRECCIÓN DE POLICÍA MUNICIPAL DE TRÁNSITO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Asunción / Municipalidades,DES,Desierta,2018-12-10 11:30:00,tradicional,2019-07-31 00:00:00,2018-11-21 11:58:48,,
350729-mantenimiento-jardin-1,350729-mantenimiento-jardin-1,350729-mantenimiento-jardin-1,,,350729,MANTENIMIENTO DE JARDIN,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,ADJ,Adjudicada,2018-12-10 09:30:00,tradicional,2019-07-31 00:00:00,2018-11-22 16:07:36,,
350818-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-deman-1,350818-lpn-n-41-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repues-1,,,,350818,LPN Nº 41 CONTRATACIÓN DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISIÓN DE REPUESTOS A DEMANDA PARA EQUIPOS DE LA MARCA ORTOSINTESE Y SPACELABS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,CONV,En Convocatoria (Abierta),2019-10-15 09:20:00,tradicional,2019-01-31 00:00:00,2019-08-12 14:56:02,,
350820-servicio-mantenimiento-ascensor-direccion-relaciones-internacionales-msp-bs-1,,,,,350820,SERVICIO DE MANTENIMIENTO DE ASCENSOR PARA LA DIRECCION DE RELACIONES INTERNACIONALES DEL MSP Y BS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
350822-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-deman-1,350822-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-deman-1,,,,350822,CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A DEMANDA PARA EQUIPOS DE LA MARCA BAUMER ,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-08-20 09:20:00,tradicional,2019-01-31 00:00:00,2019-06-26 15:52:20,,
350849-servicio-mantenimiento-preventivo-correctivo-ascensores-1,350849-servicio-mantenimiento-preventivo-correctivo-ascensores-1,350849-servicio-mantenimiento-preventivo-correctivo-ascensores-1,,,350849,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ASCENSORES,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,ADJ,Adjudicada,2019-03-07 10:00:00,tradicional,2019-05-31 00:00:00,2019-02-14 11:57:36,,
351027-adquisicion-dispositivo-tipo-tablet-levantamiento-datos-1,351027-lco1009-adquisicion-dispositivo-tipo-tablet-levantamiento-datos-1,351027-lco1009-adquisicion-dispositivo-tipo-tablet-levantamiento-datos-1,,,351027,Lco1009_Adquisición de Dispositivo tipo Tablet para Levantamiento de Datos.,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Administración Nacional de Electricidad / Empresas Públicas,ADJ,Adjudicada,2018-10-25 08:00:00,tradicional,2019-02-28 00:00:00,2018-10-02 14:14:30,,
351172-adquisicion-centro-computos-equipos-informaticos-1,351172-adquisicion-centro-computos-equipos-informaticos-1,351172-adquisicion-centro-computos-equipos-informaticos-1,,,351172,ADQUISICIÓN DE CENTRO DE CÓMPUTOS Y EQUIPOS INFORMÁTICOS,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Petróleos Paraguayos / Empresas Públicas,ADJ,Adjudicada,2019-04-26 08:00:00,tradicional,2019-06-30 00:00:00,2018-11-19 16:58:25,,
351273-contratacion-servicios-mantenimiento-piscina-fuentes-agua-cream-1,351273-lco-sbe-35-18-contratacion-servicios-mantenimiento-piscina-fuentes-agua-cream-1,351273-lco-sbe-35-18-contratacion-servicios-mantenimiento-piscina-fuentes-agua-cream-1,,,351273,LCO SBE 35-18 CONTRATACION DE SERVICIOS DE MANTENIMIENTO DE PISCINA Y FUENTES DE AGUA DEL CREAM,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,ADJ,Adjudicada,2018-12-21 08:00:00,tradicional,2019-06-30 00:00:00,2018-11-07 17:13:11,,
351357-servicio-impresion-hojas-sabanas-terapia-intensiva-1,351357-servicio-impresion-hojas-sabanas-terapia-intensiva-adultos-1,351357-servicio-impresion-hojas-sabanas-terapia-intensiva-adultos-1,,,351357,Servicio de Impresión de Hojas Sabanas para Terapia Intensiva de Adultos,CD - Contratación Directa,7 - Servicios Técnicos,Hospital Nacional  / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,ADJ,Adjudicada,2019-06-03 10:00:00,tradicional,2019-03-31 00:00:00,2019-05-27 16:19:48,,
351901-contratacion-servicio-integral-lavado-planchado-ropas-hospitalarias-complejo-adulto-1,351901-lpn-sbe-144-18-contratacion-servicio-integral-lavado-planchado-ropas-hospitalarias-1,,,,351901,LPN SBE 144-18 CONTRATACION DE SERVICIO INTEGRAL DE LAVADO Y PLANCHADO DE ROPAS HOSPITALARIAS PARA EL COMPLEJO DEL ADULTO MAYOR (HOSPITAL GERIATRICO - CLINICA NANAWA) DEL IPS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,DES,Desierta,2018-11-30 08:00:00,tradicional,2019-01-31 00:00:00,2018-11-15 11:53:45,,
351945-servicio-esterilizacion-materiales-hospitalarios-dependencias-mspbs-c2-1,351945-servicio-esterilizacion-materiales-hospitalarios-dependencias-mspbs-s2-1,351945-servicio-esterilizacion-materiales-hospitalarios-dependencias-mspbs-s2-1,,,351945,SERVICIO DE ESTERILIZACION DE MATERIALES HOSPITALARIOS PARA DEPENDENCIAS DEL MSPBS - S2,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo,ADJ,Adjudicada,2019-02-08 09:50:00,tradicional,2019-01-31 00:00:00,2019-01-25 11:11:00,,
352004-adquisicion-equipos-taller-direccion-serivios-urbanos-1,352004-adquisicion-equipos-taller-direccion-serivios-urbanos-1,,,,352004,ADQUISICIÓN DE EQUIPOS PARA TALLER DE LA DIRECCIÓN DE SERIVIOS URBANOS,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Asunción / Municipalidades,EVAL,En Evaluacion (Cerrada),2019-02-04 09:00:00,tradicional,2019-01-31 00:00:00,2019-01-22 11:53:14,,
352053-adquisicion-maquinarias-mayores-jbza-1,352053-adquisicion-maquinarias-mayores-jbza-1,352053-adquisicion-maquinarias-mayores-jbza-1,,,352053,Adquisición de Maquinarias Mayores para el JBZA,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Asunción / Municipalidades,ADJ,Adjudicada,2019-04-24 10:00:00,tradicional,2019-04-30 00:00:00,2019-04-02 13:24:58,,
352098-mantenimiento-reparacion-flota-vehiculo-ministerio-justicia-1,352098-lpn-11-mantenimiento-reparacion-flota-vehiculos-ministerio-justicia-1,352098-lpn-11-mantenimiento-reparacion-flota-vehiculos-ministerio-justicia-1,,,352098,LPN 11 MANTENIMIENTO Y REPARACIÓN DE LA FLOTA DE VEHÍCULOS DEL MINISTERIO DE JUSTICIA,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-01-08 08:45:00,tradicional,2019-03-31 00:00:00,2018-11-09 17:24:17,,
352168-contratacion-servicios-mantenimiento-preventivo-correctivo-provision-repuestos-neces-1,,,,,352168,CONTRATACION DE SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON PROVISION DE REPUESTOS A NECESIDAD PARA EQUIPOS BIOMEDICOS DE LA MARCA MERCEDES IMEC PERTENECIENTES DEL IPS - SEGUNDO LLAMADO - AD REFERENDUM 2019,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,PLAN,Planificada,,tradicional,2019-01-31 00:00:00,,,
352401-servicio-limpieza-dependencias-mtess-1,352401-servicio-limpieza-dependencias-mtess-1,352401-servicio-limpieza-dependencias-mtess-1,,,352401,SERVICIO DE LIMPIEZA PARA LAS DEPENDENCIAS DEL MTESS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos","Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo",ADJ,Adjudicada,2018-12-28 10:00:00,tradicional,2019-01-31 00:00:00,2018-10-31 17:01:54,,
352621-servicio-reparacion-mantenimiento-transformadores-varios-fabricas-vallemi-villeta-1,352621-servicio-reparacion-mantenimiento-transformadores-varios-fabricas-vallemi-villeta-3,352621-servicio-reparacion-mantenimiento-transformadores-varios-fabricas-vallemi-villeta-1,,,,352621,Servicio de reparación y mantenimiento de transformadores varios en las Fabricas de Vallemi y Villeta,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Industria Nacional del Cemento / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-10-03 10:00:00,tradicional,2019-07-31 00:00:00,2019-09-02 16:50:38,
352733-servicio-impresion-licencias-conducir-compra-etiquetas-holograficas-adhesivas-1,352733-servicio-impresion-licencias-conducir-compra-etiquetas-holograficas-adhesivas-1,352733-servicio-impresion-licencias-conducir-compra-etiquetas-holograficas-adhesivas-1,,,352733,SERVICIO DE IMPRESIÓN DE LICENCIAS DE CONDUCIR Y COMPRA DE ETIQUETAS HOLOGRÁFICAS ADHESIVAS,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Municipalidad de Asunción / Municipalidades,ADJ,Adjudicada,2019-02-13 09:00:00,tradicional,2019-01-31 00:00:00,2019-01-31 09:23:36,,
352810-servicio-reparacion-mantenimiento-muebles-1,352810-servicio-reparacion-mantenimiento-muebles-1,352810-servicio-reparacion-mantenimiento-muebles-1,,,352810,Servicio de Reparación y Mantenimiento de Muebles,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gabinete Civil / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-23 10:00:00,tradicional,2019-04-30 00:00:00,2019-04-15 09:07:20,,
352871-servicio-mantenimiento-reparacion-vehiculos-1,352871-servicio-fumigacion-1,352871-servicio-fumigacion-1,,,352871,Servicio de Fumigación,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gabinete Civil / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-25 08:15:00,tradicional,2019-03-31 00:00:00,2019-04-05 16:47:31,,
352876-servicio-mantenimiento-reparacion-vehiculos-blindados-1,352876-servicio-mantenimiento-reparacion-vehiculos-blindados-1,,,,352876,Servicio de Mantenimiento y Reparación de Vehiculos Blindados,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gabinete Civil / Presidencia de la República / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-20 10:00:00,tradicional,2019-04-30 00:00:00,2019-09-05 16:36:52,,
352895-mantenimiento-reparacion-edificio-1,352895-mantenimiento-reparacion-edificio-1,352895-mantenimiento-reparacion-edificio-1,,,352895,Mantenimiento y Reparación de Edificio,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gabinete Civil / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-02-22 10:00:00,tradicional,2019-01-31 00:00:00,2019-01-28 14:45:28,,
352899-adquisicion-vehiculos-senatur-1,352899-adquisicion-vehiculos-senatur-ad-referendum-1,,,,352899,Adquisición de Vehículos para la SENATUR - Ad Referendúm,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo,CAN,Anulada o Cancelada,2018-11-28 10:00:00,tradicional,2019-02-28 00:00:00,2018-11-05 16:59:20,,
352919-adquisicion-compresor-rotativo-paletas-cip-villeta-1,352919-adquisicion-compresor-rotativo-paletas-cip-villeta-1,352919-adquisicion-compresor-rotativo-paletas-cip-villeta-1,,,352919,Adquisición de Compresor Rotativo a Paletas para el CIP Villeta,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Industria Nacional del Cemento / Empresas Públicas,ADJ,Adjudicada,2018-12-05 08:15:00,tradicional,2019-01-31 00:00:00,2018-11-09 15:29:41,,
352923-servicio-prevencion-incendios-1,352923-servicio-monitoreo-sistema-alarma-prevencion-incendios-1,352923-servicio-monitoreo-sistema-alarma-prevencion-incendios-1,,,352923,Servicio de Monitoreo de Sistema de Alarma para Prevención de Incendios,CD - Contratación Directa,7 - Servicios Técnicos,Gabinete Civil / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-05-06 10:00:00,tradicional,2019-03-31 00:00:00,2019-04-25 09:59:00,,
352959-contrataciones-servicios-mantenimiento-equipos-biomedicos-marca-ge-1,352959-lpn-sbe-152-18-contrataciones-servicios-mantenimiento-equipos-biomedicos-marca-ge-1,352959-lpn-sbe-152-18-contrataciones-servicios-mantenimiento-equipos-biomedicos-marca-ge-1,,,352959,LPN SBE 152-18 CONTRATACIONES DE SERVICIOS DE MANTENIMIENTO PARA EQUIPOS BIOMEDICOS DE LA MARCA GE,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,ADJ,Adjudicada,2019-04-22 08:00:00,tradicional,2019-06-30 00:00:00,2019-01-02 12:16:02,,
353004-adquisicion-equipos-ampliacion-sistema-video-vigilancia-ip-ministerio-hacienda-1,353004-adquisicion-equipos-ampliacion-sistema-video-vigilancia-ip-ministerio-hacienda-1,,,,353004,Adquisición de equipos para la ampliación de Sistema de Video Vigilancia IP del Ministerio de Hacienda,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Ministerio de Hacienda / Poder Ejecutivo,CAN,Anulada o Cancelada,2019-07-08 08:45:00,tradicional,2019-03-31 00:00:00,2019-04-24 17:35:33,,
